"","album_name","track_name","track_uri"
"298","All Eyez On Me","Skandalouz (ft. Nate Dogg)","0x8rTCwVSRsFA2vjeBkK2z"
"299","All Eyez On Me","Got My Mind Made Up (ft. Dat Nigga Daz, Kurupt, Method Man, Redman)","7fkh0T76q28kW93oMXjZL5"
"300","All Eyez On Me","How Do You Want It (ft. KC, Jojo)","7rHJr8x10nTZYR4j2VYlXu"
"301","All Eyez On Me","2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dog)","2qQSVIXKDye960CHPZR20i"
"302","All Eyez On Me","No More Pain","3JDpKIFGOPvbNg0BCeYZqr"
"303","All Eyez On Me","Heartz Of Men","0Y0G4BMkLcdkluOIBkZjtd"
"304","All Eyez On Me","Life Goes On","5Xu0S6vDwWAFdl6UrcOfZF"
"305","All Eyez On Me","Only God Can Judge Me (ft. Rappin' 4-Tay)","5MZTdUsVTeRFsPxLO3tAeH"
"306","All Eyez On Me","Tradin War Stories (ft. C-BO, CPO, Outlawz, The Storm)","1Isff4RA9c3XSEbCUAW2nt"
"307","All Eyez On Me","California Love (remix) (ft. Dr. Dre, Roger Troutman)","5dBn3rxk2UoLwSDHuqUbsw"
"308","All Eyez On Me","I Ain't Mad At Cha (ft. Danny Boy)","31EZ5iL8Lt2z7VoGlncGgL"
"309","All Eyez On Me","Whatz Ya Phone # (ft. Danny Boy)","6ztPCBymEV79q03MRsCd83"
"310","All Eyez On Me","Can't C Me","5rCdEXCDZdGEBF4tJS70fI"
"311","All Eyez On Me","Shorty Wanna Be A Thug","5Ouls5XwT44AtEN17NxEqv"
"312","All Eyez On Me","Holla At Me","1WPrJYcSPQMcPFc01cizCN"
"313","All Eyez On Me","Wonda Why They Call U B____","0ZPLXNivfvEe3xxUTc0JXM"
"314","All Eyez On Me","When We Ride (ft. Outlaw Immortals)","3tqrCjte68lh3yMlOWxvKZ"
"315","All Eyez On Me","Thug Passion (ft. Jewell, Outlawz, The Storm)","4QXIAkXVoxn5LEseEUP8d0"
"316","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Intro (feat. 40. Cal)","34v99ZLCKOk8kABbXpklt5"
"317","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Power Of A Smile","2nQeC35rDXsVpQwmJhKqS4"
"318","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","The Eternal Lament (feat. Fred Money)","4n5UJnpREBnCNHzmaeeqqv"
"319","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Fallen Star","4FUqayNa68huxfQYCJos4d"
"320","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","In The Depths Of Solitude (feat. Sas)","4OeoRFLsRusr8yzj1TM4b3"
"321","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Movin On","4PSZQVXlYyfPdODvTRIk4p"
"322","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Life Through My Eyes (feat. Paul Wall)","41spOJt5nUySdjszGesmBt"
"323","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","When Ure Heart Turns Cold","2rg39015jrIcXpFVX3iOK3"
"324","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Black Woman","1ndEJ52f68jM4c1WGsniw2"
"325","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Only 4 The Righteous","7eOzHwO8wAHlHbz186vMzB"
"326","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Where There Is A Will","6hmpb7pMmMVHaM2mvwn5a4"
"327","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","When Ur Hero Falls","1pgSSUfu5prSM46024QKJx"
"328","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","And 2morrow","1b6qwwRRnLMSwum2FNwyyz"
"329","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","If I Fail","4H7IDzlIX59FznDVDL1rO8"
"330","The Rose - Volume 2 - Music Inspired By 2pacs Poetry","Poetry","2nNZ3Qh06NRmEJG9otegVf"
"331","Live at the House Of Blues","Ambitionz Az A Ridah - Live","2qcs0NO8girzx18Po1YwsK"
"332","Live at the House Of Blues","So Many Tears - Live","4Srg1upVV4nL1GvFgSx5us"
"333","Live at the House Of Blues","Troublesome - Live","2sXxa4WvLoFDemULqiv4VL"
"334","Live at the House Of Blues","Hit 'Em Up - Live","1TOJKDq4KuWi7ui7QM5t7y"
"335","Live at the House Of Blues","Tattoo Tears - Live","3SCI6Y5JYANRK8dhCwnOMh"
"336","Live at the House Of Blues","All About You - Live","5depnMi0DfyOU1BV0Tmkmw"
"337","Live at the House Of Blues","Never Call U Bitch Again - Live","5AZyxzUzYlY1sYHYMoEnfD"
"338","Live at the House Of Blues","Freek'n You - Live","6D6DrOhfOHXypIZ7UJ4F43"
"339","Live at the House Of Blues","How Do You Want It - Live","50wkjqbOcg6xQh7SLLZwqw"
"340","Live at the House Of Blues","What Would U Do? - Live","7K8mwfP936u712tQqamxEB"
"341","Live at the House Of Blues","Murder Was The Case - Live","1U3ltl4SISoM570YfzdEw2"
"342","Live at the House Of Blues","The Shiznit - Live","42sfuiuuleu0hwI90c4gg1"
"343","Live at the House Of Blues","If We All Gonna Fuck - Live","5MkBZVpPf97MDxYyPQ4Ap7"
"344","Live at the House Of Blues","Some Bomb Ass (Pussy) - Live","0262Etlk0AO6Lo4wOjc9Db"
"345","Live at the House Of Blues","Aint No Fun (If The Homies Can't Have None) - Live","6aPFJ2b6iApBxXHNFzzYAB"
"346","Live at the House Of Blues","New York - Live","61RwE20RtcQK2qWbPBmu6P"
"347","Live at the House Of Blues","Big Pimpin' - Live","7Av2gjAPP2w7KIhCJBjQWv"
"348","Live at the House Of Blues","Do What I Feel - Live","06MCIO5PZkwDThHfIGRFBU"
"349","Live at the House Of Blues","G'z And Hustlas - Live","1lwwRcZ2RxOHc1vq1CLCax"
"350","Live at the House Of Blues","Who Am I (What's My Name) - Live","5r1mFD91IToz6snU2ABqiG"
"351","Tupac: Live At The House Of Blues","Ambitionz Az A Ridah - Live","2TouvO9CIzsqxwVnYsdTKq"
"352","Tupac: Live At The House Of Blues","So Many Tears - Live","35JCZlTw1uEB6aAYiIihdo"
"353","Tupac: Live At The House Of Blues","Troublesome - Live","41e4G2EqZs1wVJCTORmPtX"
"354","Tupac: Live At The House Of Blues","Hit 'Em Up - Live","0VOw8WP6b9wzkXS9lzJvhv"
"355","Tupac: Live At The House Of Blues","Tattoo Tears - Live","26duq10DGZqQasie3SupbZ"
"356","Tupac: Live At The House Of Blues","All About You - Live","39mX6ZapazDHwqL8IETj8X"
"357","Tupac: Live At The House Of Blues","Never Call U Bitch Again - Live","35QHJZ3jIJWLmFBMryBaK9"
"358","Tupac: Live At The House Of Blues","Freek'n You - Live","2tnyk3CdBZvtlsjucYB7SJ"
"359","Tupac: Live At The House Of Blues","How Do You Want It - Live","77sJ4f5SoIrTIWaTJVRNgL"
"360","Tupac: Live At The House Of Blues","What Would U Do? - Live","2tcWFz1eBriu7r1PZqsoe0"
"361","Tupac: Live At The House Of Blues","Murder Was The Case - Live","4DY19xtciHGyX4l84rwnFO"
"362","Tupac: Live At The House Of Blues","The Shiznit - Live","2Esb9p2uwQ3SLzGOxA0eet"
"363","Tupac: Live At The House Of Blues","If We All Gonna Fuck - Live","7iwM3AswtFXl1EBtsoYTjs"
"364","Tupac: Live At The House Of Blues","Some Bomb Ass (Pussy) - Live","5o10HXPgRtxet538bqWHqP"
"365","Tupac: Live At The House Of Blues","Aint No Fun (If The Homies Can't Have None) - Live","6ZIsSJBp9qvDKP7pNZjPL1"
"366","Tupac: Live At The House Of Blues","New York - Live","69Th57gFpYeYABCLeRIMi7"
"367","Tupac: Live At The House Of Blues","Big Pimpin' - Live","0qlFVa220aWrCyYNkCT877"
"368","Tupac: Live At The House Of Blues","Do What I Feel - Live","631GrTItmwrtUlWslyLs1t"
"369","Tupac: Live At The House Of Blues","G'z And Hustlas - Live","0F7cFkcVBh2tSfidpr7MmT"
"370","Tupac: Live At The House Of Blues","Who Am I (What's My Name) - Live","5NghJihBI90ryhATp0PTZQ"
"371","Pacs Life","Untouchable Swizz Beatz Remix","4hqUm63n9ZxKlYXaR1y7mn"
"372","Pacs Life","Pac's Life","767GZB2oy5yhyPpz8fHrwd"
"373","Pacs Life","Dumpin'","1yLCsFPFKYpTRhArsHr55J"
"374","Pacs Life","Playa Cardz Right (Female)","1YNs5PmsuA6GQ7oEUGcKnp"
"375","Pacs Life","Whatz Next","7dL8TZeaUKpEgN38SHvSqT"
"376","Pacs Life","Sleep","6x00UdPtWfKu7pRGgDFYPD"
"377","Pacs Life","International","2oadsMwD2HVGrUhpiyCJMj"
"378","Pacs Life","Don't Sleep","1Lsq1neeOz9JE8u5XXy0gd"
"379","Pacs Life","Soon As I Get Home","76xtEbx0DGnuIs1vF08iA1"
"380","Pacs Life","Playa Cardz Right (Male)","0kaF0B20fagWbHkFGIaKo5"
"381","Pacs Life","Don't Stop","0jQLHzv09ncfWU1lWhLpRR"
"382","Pacs Life","Pac's Life Remix","7LAqVYbpl8dDiRvoVcooVe"
"383","Pacs Life","Untouchable","1nHa2U6QjuQd5adqP81eYx"
"384","Pacs Life","Dear Mama - Remix","4Tnwa0hsXw3eaw8ZT9i8Wq"
"385","The Best Of 2Pac (Pt. 1: Thug)","2 Of Amerikaz Most Wanted","3G5Uyv6YQWbaxVWHfZ2YvH"
"386","The Best Of 2Pac (Pt. 1: Thug)","California Love - Original Mix","64oifZTB9xp5EiQ6zEBHZr"
"387","The Best Of 2Pac (Pt. 1: Thug)","So Many Tears","51fqKrXDzVm0bmzxsoKo6D"
"388","The Best Of 2Pac (Pt. 1: Thug)","I Ain't Mad At Cha","034NTDxaT1ycGIDH7WowfH"
"389","The Best Of 2Pac (Pt. 1: Thug)","How Do U Want It - Radio Edit","1pdstxhi9oPxAjIwctCWNY"
"390","The Best Of 2Pac (Pt. 1: Thug)","Trapped","0QETaxZO5ARgexwz14xX7B"
"391","The Best Of 2Pac (Pt. 1: Thug)","Changes - Greatest Hits Version","1fkBsauD5gmsrjvf0f5VYn"
"392","The Best Of 2Pac (Pt. 1: Thug)","Hail Mary","0TDvyE63vYFjPt7nZ9IqmD"
"393","The Best Of 2Pac (Pt. 1: Thug)","Unconditional Love - Greatest Hits Version","6N4HZybgHMSCfVHBlh1yJT"
"394","The Best Of 2Pac (Pt. 1: Thug)","Dear Mama - Remix","1R2fgS0ZEIgol44SFN2BrL"
"395","The Best Of 2Pac (Pt. 1: Thug)","Resist The Temptation - Thug Version","446LAEKdrnKfoVbEfpbvPt"
"396","The Best Of 2Pac (Pt. 2: Life)","Definition Of A Thug N***a","59YcaUnh9zyjglFZcBtGWE"
"397","The Best Of 2Pac (Pt. 2: Life)","Still Ballin' - Nitty Remix","6mbXag5HfulCjKmxV02Wbj"
"398","The Best Of 2Pac (Pt. 2: Life)","Until The End Of Time - RP Remix","51cApWnsbSBI69IaVCNoCD"
"399","The Best Of 2Pac (Pt. 2: Life)","Never Call U B**ch Again","2rWrpNO7MIYJAZiICEzlnB"
"400","The Best Of 2Pac (Pt. 2: Life)","They Don't Give A F*** About Us","11s91cux6R4v6qXePhkX05"
"401","The Best Of 2Pac (Pt. 2: Life)","Keep Ya Head Up","21heM643p7hN0c6nXGazJm"
"402","The Best Of 2Pac (Pt. 2: Life)","Ghetto Gospel","6XzK4pwn5btc8jX3ZGtwoe"
"403","The Best Of 2Pac (Pt. 2: Life)","Brenda's Got A Baby","7ujL8Is7FyIE8uoe4O3807"
"404","The Best Of 2Pac (Pt. 2: Life)","Thugz Mansion - 2Pac Original/Acoustic","7tkyEsBZNwC95NG6aK0nSo"
"405","The Best Of 2Pac (Pt. 2: Life)","When I Get Free","5S0HoTB9a2pdStUBdqEkC2"
"406","The Best Of 2Pac (Pt. 2: Life)","Dopefiend's Diner","0x9CazcaiMpMm3oMNGUD7t"
"407","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Picture Me Rollin' (feat. Kurupt & Butch Cassidy)","3Cd5BE3carDNzPaN4Iu0qs"
"408","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Keep Goin' (feat. Fatal Hussein)","4Q6e2NCLX18VPBbr5RxLGF"
"409","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","What'z Ya Phone # (feat. Candy Hill)","6LEtS24EsrpeSbMZOmG6YL"
"410","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Staring Through My Rear View (feat. Dwele)","3JoqtFCCYiRrCNpXIKppGw"
"411","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Hail Mary (feat. The Outlawz)","00AvOVhsUi1gOCnHxTFw7i"
"412","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Got My Mind Made Up (feat. The Outlawz & Kurupt)","0ltEz21p6eJDQgQUrjlb04"
"413","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Pain (feat. Styles P & Butch Cassidy)","4wpLReKkhxeLzF8Gz09HBD"
"414","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Lost Souls (feat. The Outlawz)","5jxNS1jAh1ORm0uE73pMK3"
"415","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Dead Or Alive (feat. Snoop Dogg)","3Kxl0M74EowVyBe0fn0t4X"
"416","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Initiated (feat. Boot Camp Click)","3Zw4tWsUscSfsoZ1lQoogE"
"417","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","How Do U Want It","2Z3x8nf8ZN755ngic2F4B3"
"418","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Picture Me Rollin' (feat. The Outlawz)","1YiVCUl3mqlh6sEQM8xxDy"
"419","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Lost Souls (Bonus)","0RYr2ikKRZ59PSObrRM27n"
"420","Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)","Initiated (Bonus)","7stKwfHRWyivKC0CEiY8QI"
"421","Death Row Dayz","2 Of Amerikaz Most Wanted (Feat. Snoop Doggy Dogg)","6dZe3zAOwlYXNZ2HTSX3o0"
"422","Death Row Dayz","Toss It Up (Feat. Kci & Jojo)","2ZZSjA1kSWr3ZYHT79Jq4F"
"423","Death Row Dayz","Keep Ya Head Up","6Hg6fZ4a7drkusjBXAzn0c"
"424","Death Row Dayz","Made Niggaz (Feat. Tha Outlawz)","6YnGM8eRxzR122fGVTHijU"
"425","Death Row Dayz","I Ain'T Mad At Cha (Feat. Danny Boy)","7lf6XEbYkjEBCc7yocDB4X"
"426","Death Row Dayz","Who Do You Believe In (Feat. Tha Outlawz)","6bsg5RhU3lDnTPT4xDu7dQ"
"427","Death Row Dayz","Hail Mary (Feat. Tha Outlawz)","2dkMTndunq7kKgorO5anlR"
"428","Death Row Dayz","To Live & Die In L.A (Feat. Val Young)","0l1hoXEuwxD2CguRO6ZjyX"
"429","Death Row Dayz","California Love (Remix Feat. Dr Dre)","0Vq5Nit4MaO1Mib6uYAjb3"
"430","Death Row Dayz","Me Against The World (Feat. Dramacydal)","6oc0Oe8o5JeYKxupDauYtN"
"431","Death Row Dayz","Hit 'Em Up (Feat. Tha Outlawz)","76six8R04Y7x5YHyVeeUGj"
"432","Death Row Dayz","How Do You Want It (Feat. Kci & Jojo)","04WK7NSzWQotoRhpjgTGc1"
"433","Death Row Dayz","All Bout U (Feat. Snoop Doggy Dogg, Nate Dogg, Fatal & Yaki Kadafi)","5AKrdFU4xngRgPo1YDNOKz"
"434","Death Row Dayz","Wanted Dead Or Alive (Feat. Snoop Doggy Dogg)","3w892hd6RqzIjVOklWjD6h"
"435","Get Rich Or Die Tryin (Explicit UK Version)","Intro","5oScZLNaQD1AzvxwddQeK0"
"436","Get Rich Or Die Tryin (Explicit UK Version)","What Up Gangsta","56yxIFuzVIjToxKJpn5fKZ"
"437","Get Rich Or Die Tryin (Explicit UK Version)","Patiently Waiting","2SgY31xpMtnGPi86Feglze"
"438","Get Rich Or Die Tryin (Explicit UK Version)","Many Men (Wish Death)","5a0S3P4JeMAoeL79YNc2UJ"
"439","Get Rich Or Die Tryin (Explicit UK Version)","In Da Club","5xzN3p8DlPv7bBhV8mCdao"
"440","Get Rich Or Die Tryin (Explicit UK Version)","High All The Time","1ZutcsArXYigq4RL4pNgSh"
"441","Get Rich Or Die Tryin (Explicit UK Version)","Heat","0P6NVvZjbbhhDFWlfCdIUQ"
"442","Get Rich Or Die Tryin (Explicit UK Version)","If I Can't","3T8GqhctcAe34QaBhvTKCM"
"443","Get Rich Or Die Tryin (Explicit UK Version)","Blood Hound","3w90a8FfqR6l6QCWG4SAXq"
"444","Get Rich Or Die Tryin (Explicit UK Version)","Back Down","74RK7qy02KtVujKOZ3D5N1"
"445","Get Rich Or Die Tryin (Explicit UK Version)","P.I.M.P.","29UzHkRHqGrqSikUDRWIam"
"446","Get Rich Or Die Tryin (Explicit UK Version)","Like My Style","1EzqFGIyc0YAF0xlV6dZEy"
"447","Get Rich Or Die Tryin (Explicit UK Version)","Poor Lil Rich","6959A9BGTfjge3L2LbQ8xl"
"448","Get Rich Or Die Tryin (Explicit UK Version)","21 Questions","6u68nH5R3hyc94XImtFDfc"
"449","Get Rich Or Die Tryin (Explicit UK Version)","Don't Push Me","5o82bGke4HXR2xhehxfF54"
"450","Get Rich Or Die Tryin (Explicit UK Version)","Gotta Make It To Heaven","3iNe1qYlHqWsfjDTktk8PN"
"451","Get Rich Or Die Tryin (Explicit UK Version)","Wanksta - From ""8 Mile"" Soundtrack","2WwTgo8Gw6MIFOZf1QBXIP"
"452","Get Rich Or Die Tryin (Explicit UK Version)","U Not Like Me","317SxrkxMt9IzWwKfSFxIi"
"453","Get Rich Or Die Tryin (Explicit UK Version)","Lifes On The Line","0F2nG9kU49cOfTs6xQkWWn"
"454","Get Rich Or Die Tryin (Explicit UK Version)","In Da Club - A Cappella","4mrgISZAsHSrHde2VFqGQN"
"455","Rare","Keep your Eyes on yours","6RtiYzLt3CeA9tpKvK5PxY"
"456","Rare","No, No!","0h2m1oZFgWanha59ntnlsX"
"457","Rare","Back 4 That","0sP7sFMD8tKMD8BuarVwEn"
"458","Rare","Gangsta Style","0gzRe2KeO2GKYzHibsUgML"
"459","Rare","It's a Hit","4KobhdHRpzTYiaZIW46aUu"
"460","Rare","My Baby","2u557fu7hLTdz68Z0XwmvJ"
"461","Rare","Bump Dat","2b5OHCKhBQeF4sEZ7GliKW"
"462","Rare","No One on One","33l6gl86mEux18z8Xmph7K"
"463","The Massacre","Intro","4JgxwDOeZgNDjXyRHrfEtT"
"464","The Massacre","In My Hood","2gtAPqxdB9q2PR9d1OUBvR"
"465","The Massacre","This Is 50","0M4Yy5NnamDgenD1Yzub5c"
"466","The Massacre","I'm Supposed To Die Tonight","0foUXPlADU0JDK0EoWQpET"
"467","The Massacre","Piggy Bank","5Mrv63UhLiFHHiwsfRjbb1"
"468","The Massacre","GATman And Robbin","2IDGjhfw9vmVDGXSeXMG1d"
"469","The Massacre","Candy Shop","1Fb0tZ4jWZC9qCnJtVBxgO"
"470","The Massacre","Outta Control","4T7Ebo6JS3qvez3mixSm4C"
"471","The Massacre","Get In My Car","33dSw37JfcGN40ivy4DXVX"
"472","The Massacre","Ski Mask Way","2nVbcf2SXUS9scUO54gaZ1"
"473","The Massacre","A Baltimore Love Thing","0MZRcMrZQkHbxoqZ783gsJ"
"474","The Massacre","Ryder Music","1uIA0kGxtCocU0DPNDBZUE"
"475","The Massacre","Disco Inferno","6gn6dsTQixB0tYzEIrmAEL"
"476","The Massacre","Just A Lil Bit","54Bd0Sc1MSpeTontORAvuG"
"477","The Massacre","Gunz Come Out","0aOEXLvS4RymBqVevpVV4T"
"478","The Massacre","My Toy Soldier","2yxpyBWZ4uNFQPebZ09jOs"
"479","The Massacre","Position Of Power","5vmt6qpKIaTOxZqakW14C0"
"480","The Massacre","Build You Up","4nZ0zKg4Bz360dsH0Tr5Ev"
"481","The Massacre","God Gave Me Style","7Lwn4QEyfAQt0PMBDnskO4"
"482","The Massacre","So Amazing","3XR3QGTXCqcwAA7gCeUeZX"
"483","Curtis","Intro","18EErPbaTfr6tSIJrWjwST"
"484","Curtis","My Gun Go Off","2N9Cou3s4pxwsKZ9XLt70x"
"485","Curtis","Man Down (Censored)","2xnFp0fCp26tbcE1Q7CGan"
"486","Curtis","I'll Still Kill","0XV3lm3ZxKUr6FiWVdJuyk"
"487","Curtis","I Get Money","1FKFCvi0i46qEJLZSEBH8p"
"488","Curtis","Come & Go","5mFyresbt1RELCLQByoWeg"
"489","Curtis","Ayo Technology","36Hwcla06Q5BCr59CL0sBp"
"490","Curtis","Follow My Lead","5WJM9xL8Ibk0J3LAwppN7O"
"491","Curtis","Movin On Up","3z9aW0u1otNqO8ZugWWw2G"
"492","Curtis","Straight To The Bank","6530klKZZmOHL2ACme2rRJ"
"493","Curtis","Amusement Park","1WosQjABHKd2wEjQ0XBlhC"
"494","Curtis","Fully Loaded Clip","69iPAlSYIW0SLtEjVz9SZh"
"495","Curtis","Peep Show","21cE6zxeBpim5aCFOyZL4i"
"496","Curtis","Fire","104RcELzVcDF5kEba71gva"
"497","Curtis","All Of Me","69KtpSNJEsz3k5InussKSI"
"498","Curtis","Curtis 187","3PkUKkGaA8MZ2QO5aTvqtN"
"499","Curtis","Touch The Sky","5QRqynvqIUubXMykaOnLy7"
"500","Curtis","I Get Money - Forbes 1,2,3 Remix","1ZlkzqeNEG3VBTuSrD7qWm"
"501","Bullet Proof","Maybe We Crazy","4rK9O2gkDcMqhJZ0l2Nt9a"
"502","Bullet Proof","When You Hear That","7lat1bl4iCu4y2J6GsG4k6"
"503","Bullet Proof","I'm a Rider","1u5On4gL9q4HXbATNxw5IB"
"504","Bullet Proof","Simply the Best","2LHNgXjIwvy5JXt5aC5mrD"
"505","Bullet Proof","Pimpin', Pt. 2","5rDi7kdyK7IUHEUwjzyO7F"
"506","Bullet Proof","Why They Look Like That","0O5WYXKOigLIqhG39RaCI5"
"507","Bullet Proof","Come & Get You","0LOdLBIAgKpYJM5LygcYS0"
"508","Bullet Proof","I Warned You","3pkpognmwX0ZJASFo3rSnu"
"509","Bullet Proof","I Run NY","32T3iYea2jlyoxTjj7BSeh"
"510","Bullet Proof","Grew Up","2XtZjUa2mY02XnbIbXPxTU"
"511","Bullet Proof","South Side","40F7OAth7dEziY0Uyx5I2k"
"512","Bullet Proof","Hit You Up","0SKBnslMqZPZX8RIHKiDv5"
"513","Bullet Proof","G-Unit Radio","3UIZd6Blb86cYI3I0hgn6U"
"514","Bullet Proof","Get Rich or Die Tryin' (Movie Trailer)","4mzV7LrXsFL9g4jHt363gO"
"515","Before I Self-Destruct","The Invitation","5eIDmPLBMXvayzvf2Bt45Z"
"516","Before I Self-Destruct","Then Days Went By","4DXFmPOkptODy9awwql0RQ"
"517","Before I Self-Destruct","Death To My Enemies","4Du5LRbLzzbItZucrgqgwy"
"518","Before I Self-Destruct","So Disrespectful","7yslyOGGGKtduMIMgxFJXc"
"519","Before I Self-Destruct","Psycho","3fR5g8trt73WXW9B9w1MrO"
"520","Before I Self-Destruct","Hold Me Down","7yOU6EppFsj6euWdnDJxD4"
"521","Before I Self-Destruct","Crime Wave","1pJICYYhel02wRadPF9dtA"
"522","Before I Self-Destruct","Stretch","4NyNsfuidxuGXsnDumSDFj"
"523","Before I Self-Destruct","Strong Enough","6fRLvHes6bvtNR7vW8UARZ"
"524","Before I Self-Destruct","Get It Hot","0MZHbLF9A6m97WzCGSYpFL"
"525","Before I Self-Destruct","Gangsta’s Delight","6E5c03loExydD8ntRKWLv7"
"526","Before I Self-Destruct","I Got Swag","48S8AHKprv8D3xmnr4gWDs"
"527","Before I Self-Destruct","Baby By Me (Featuring Ne-Yo)","1s0Qy8SEPTR1hUAA0ikC7A"
"528","Before I Self-Destruct","Do You Think About Me","16bdenNlF2vGRiGOiyWzea"
"529","Before I Self-Destruct","OK, You're Right","0RoHSDI6Dex3Zg7LaiyYhu"
"530","Before I Self-Destruct","Could've Been You","3hoDAYMJ9vXtxh98Kc3fHT"
"531","Before I Self-Destruct - The Selects","Baby By Me (Featuring Ne-Yo)","7lNrIF07Ow9ovdJk9ywl31"
"532","Before I Self-Destruct - The Selects","Do You Think About Me","15ORMVI2ojhqNCCLI9US8E"
"533","Before I Self-Destruct - The Selects","So Disrespectful","1tsG3SVLcMgxmoaUVCE0HT"
"534","Before I Self-Destruct - The Selects","Death To My Enemies","3wKkWq5IGySGW6EGQAAXs4"
"535","Before I Self-Destruct - The Selects","Then Days Went By","04XJWbpg8JJCpckFkB1p0M"
"536","Before I Self-Destruct - The Selects","Psycho","3x8PPUtQ1XviKDEav3NsMT"
"537","Before I Self-Destruct - The Selects","Hold Me Down","3rOvF1G5f27eCL4jsNvuNd"
"538","Before I Self-Destruct - The Selects","Crime Wave","7p4UfVAC2nVPGN2mYSzDTD"
"539","Before I Self-Destruct - The Selects","Stretch","2O2CMQwT2DJwShrjkOecm3"
"540","Before I Self-Destruct - The Selects","Strong Enough","4dSdJQGFl7BLZBiZv8dukI"
"541","Animal Ambition: An Untamed Desire To Win","Hold On","5Sn4LU8Cv4vAmPGlHePxHh"
"542","Animal Ambition: An Untamed Desire To Win","Don't Worry 'Bout It","53M9maXa1uRxuVUyedb9Dy"
"543","Animal Ambition: An Untamed Desire To Win","Animal Ambition","4dJ9N1dZmX5ON6bpEsC334"
"544","Animal Ambition: An Untamed Desire To Win","Pilot","3pscN7Ic5dPYmiZARnF8G9"
"545","Animal Ambition: An Untamed Desire To Win","Smoke","3Y3iC7f2ypojLMgr7yn9ZC"
"546","Animal Ambition: An Untamed Desire To Win","Everytime I Come Around","3Xgv8LdPS0MnyiEUGaVIo5"
"547","Animal Ambition: An Untamed Desire To Win","Irregular Heartbeat","0QCZXqxsGoGN6ApLHiobZf"
"548","Animal Ambition: An Untamed Desire To Win","Hustler","3LkNAm9o0rHqLh329QPPkz"
"549","Animal Ambition: An Untamed Desire To Win","Twisted","60sKhq6DPoP4eSQGAqxE6M"
"550","Animal Ambition: An Untamed Desire To Win","Winners Circle","5NgaRInrdHjxGMYwCN6UoD"
"551","Animal Ambition: An Untamed Desire To Win","Chase The Paper","0iFXTaQ0OCCh4N1LG54z8k"
"552","Best Of 50 Cent","Window Shopper","58IeuSOYA1gXyB8rDpYzc3"
"553","Best Of 50 Cent","Hustler's Ambition","0dZlON0G0od05O549PikZU"
"554","Best Of 50 Cent","Best Friend - Remix","34CL7BzCPoHLNT5tE3pHwq"
"555","Best Of 50 Cent","Candy Shop","2WYgBDbYGSqvxBmPY5loDq"
"556","Best Of 50 Cent","Outta Control - Remix","2e86VKCGEcOJFSVlTJRSD5"
"557","Best Of 50 Cent","Ayo Technology","0qLv45HMRPw4xnyH31rn8G"
"558","Best Of 50 Cent","I Get Money","4qzxCbnJnrIXYtTtoQuaZL"
"559","Best Of 50 Cent","Straight To The Bank","47ZUknkw4aegfB0n1rW3BP"
"560","Best Of 50 Cent","I'll Still Kill","1tUWeW96kgOEaUH9l91Om3"
"561","Best Of 50 Cent","Disco Inferno","6oV2HitSKR1WoeSIRtww91"
"562","Best Of 50 Cent","Just A Lil Bit","3yy24Q88KpFzeUtNXreuW1"
"563","Best Of 50 Cent","Get Up","2kR2YN8D9Zkybw3eTgKUlj"
"564","Best Of 50 Cent","21 Questions","6LNd7mcsNsinLQGEKsHF7J"
"565","Best Of 50 Cent","I Get It In","2GGXna7FXpFGhFfeuCijZ0"
"566","Best Of 50 Cent","In Da Club","2qEIxrAyHiTSKKGAKKJKrQ"
"567","Best Of 50 Cent","P.I.M.P.","1II5WTQu1iNxn0xFk6jQFx"
