album_uri,album_name,artist,release_date,album_type,remove,notes
3NooF98bglI3AGhuUys2Eb,Bullets Ain't Got No Name Vol. 2,Nipsey Hussle,9/1/13,album,1,duplicate
3WFPDIex0yJ2YFlNymEEz4,Bullets Aint Got No Name Vol. 3,Nipsey Hussle,8/18/09,album,,
6Om3WGI8DCFeTu1Y3fpYRp,Bullets Aint Got No Name Vol.1,Nipsey Hussle,4/14/09,album,,
0z5nZ4JyF8qkN0lHLSI3WL,Bullets Aint Got No Name Vol.2,Nipsey Hussle,4/14/09,album,,
1C5gVWv1k7r0LxsrIL8OL8,Crenshaw,Nipsey Hussle,10/22/13,album,,
0hEI1TzqRgPGxTPFNoKrO0,Mailbox Money,Nipsey Hussle,1/1/15,album,,
4qG4QOQdwo9nHbMVHfcX3v,Nip Hussle the Great: Vol. 1,Nipsey Hussle,10/2/13,album,,
00QRq2fWExmSJUT8qHjJBD,Nip Hussle the Great: Vol. 2,Nipsey Hussle,10/2/13,album,,
6pAP6aJ2SUmhE9VXB8bm02,Slauson Boy 2,Nipsey Hussle,12/10/17,album,,
77mgksBIxROwOc5116Ajnp,T M C,Nipsey Hussle,11/1/11,album,,
1exGH93j0Z8EdGVQehvEUL,"The Leaks, Vol 1.",Nipsey Hussle,9/1/13,album,,
0hxGA0AAOMvmzYHPzybcOr,The Marathon,Nipsey Hussle,9/1/13,album,,
51Yt29C0mRQEMDSIrtLvWP,Tmc,Nipsey Hussle,9/1/13,album,,
7HVilT6l3oDge4vqlRegfW,Tmc (Acapellas),Nipsey Hussle,9/1/13,album,1,duplicate
6rcbbhcm8Os7EiVRHP9Aef,Victory Lap,Nipsey Hussle,2/16/18,album,,
0ooAquTpwq99XgS2XEmQYi,X-Tra Laps,Nipsey Hussle,9/1/13,album,,
6a2c06GAsKigzV53VyzBXk,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),"Nipsey Hussle, Roddy Ricch, Hit-Boy",2/15/19,album,,
6OuAHkM8otmJ8LL2ZnG2ah,Been Down (feat. Swizz Beatz),"Nipsey Hussle, Swizz Beatz",12/22/17,album,,
7ixZfHwD16W5yfPXZFyEKH,Reseaux,"Niska, Quavo, Stefflon Don",4/27/18,album,2,
6jkd02xP5aqVBIXembIwh4,Ballin',"Nitti Gritti, HoodLit, Guapdad 4000",4/5/19,album,2,
6VPnIr7b8QD0LT4gUnSgZL,Getaway (feat. JMSN),"NIve, JMSN",11/9/18,album,2,
54tQQSODhfEtdytWB8K3Pc,CIRCLES,Nivea,9/29/18,album,,
3KNzGIMzjSY0x2HV3Lm53c,Complicated,Nivea,1/1/01,album,,
4mymTNZQ0fQdVOb8IOS3fW,Mirrors,Nivea,9/26/19,album,,
6tXzTKfHd9fR1OPsvstxVt,Nivea,Nivea,12/10/02,album,,
1DozlixzWpGlZDSoDbWvvJ,Okay,Nivea,10/19/04,album,,
58gXxUxvp38hNEXjplbw4m,"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) [Remix]","NLE Choppa, Yo Gotti, BlocBoy JB",12/6/19,album,,
4sjGIlGqBCAqLNwNBDlHWH,No Genre: The Label,"No Genre, B.o.B",8/25/15,album,2,
3tRmxSQyoyXXwcVDcUFQic,July (feat. Leon Bridges),"Noah Cyrus, Leon Bridges",11/8/19,album,2,
28tB8V6k32KtvbqzLv6wsD,fuckyounoah (feat. London On Da Track),"Noah Cyrus, London On Da Track",10/31/19,album,2,
5f0EhDOfgWZtvhJ9pQwBa8,Negus,"Noclue, Kirko Bangz",7/27/15,album,,
7MaUBxHT1hgV2z1iQNEuUM,The Green CD,"Non Phixion, ILL Bill",4/6/04,album,,
1yPuxKaXK0WNESlo7wtz1P,Dreadz n Bread (Remix),"Nook, Tee Grizzley, Sada Baby",2/7/18,album,,
2yip7ejPn8edrWewPW65Zu,Out the Trenches,"Noon, Skippa Da Flippa",11/7/16,album,,
2JRundp5dldujo6pVchZco,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro",8/9/19,album,2,
2r6BEK0wzXbL8JHyCkeJkG,Motivation,Normani,8/16/19,album,1,duplicate
7573vI8N5aDdqoaeSOgflW,Motivation (with 21 Savage) [Savage Remix],"Normani, 21 Savage",10/28/19,album,,
0vwWltI5IYadfWBU1A1gou,Waves (feat. 6LACK),"Normani, 6LACK",11/15/18,album,,
3OKTeMekMHZCvwlp7uttPE,Normani x Calvin Harris,"Normani, Calvin Harris",10/22/18,album,1,other
4CHc8iw8SevYU55CYUwGyw,In My Mind - EP,Nottz,6/5/12,album,,
3Uct8jERI3jhUXpYuSXgQz,Shine So Brite - Single,Nottz,5/21/13,album,,
6JA9FfFABVM0jPCnQAHOCP,The 1ne,Nottz,9/7/10,album,,
2GOiHtEkaTHcQey88ST0jo,You Need This Music,Nottz,10/19/10,album,,
5kLU9g1aMDK91JisfYxkjD,The Achievement: circa '82,"Nottz, Mickey Factz",10/28/16,album,,
5MYBNNE8G5jevGA9SFW8ll,Trouble & a Pair of Dice,"Nottz, NapsNdreds",12/18/18,album,,
7fLV7oR6ZrdbcQluCcv7I1,Nova X Nottz,"Nova, Nottz",6/30/17,album,2,
3WBksLE2MQmwMuJNHbocgv,FIREBACK,"NXGHTS, DCMBR",9/19/18,album,2,
2wGC7qq15AvLWX4LbDOq7M,Lyk Dis,NxWorries,9/9/16,album,,
0zX14T6PRLdPWqS6tpq5IC,Link Up & Suede,"NxWorries, Anderson .Paak, Knxwledge",12/4/15,album,,
0K3FiXt6ekJTWaUku3LpHL,Yes Lawd!,"NxWorries, Anderson .Paak, Knxwledge",10/21/16,album,,
0glWUNA3VeICkmoEp7UwXQ,Yes Lawd! Remixes,"NxWorries, Anderson .Paak, Knxwledge",11/17/17,album,1,duplicate
5xMNLyXqghRhezswtpsXTM,Disguise the Limit,Nyck Caution,6/14/16,album,,
79waeBuuYUrkGmGjXzwDaY,See You in Hell,Nyck Caution,5/18/18,album,,
4l9g7J9BQJAgLpxZKLGclT,Warning Signs,Nyck Caution,7/19/19,album,,
5P1yQk7LYEkj4zB6JK6C8e,What's Understood (feat. Joey Bada$$),Nyck Caution,5/20/16,album,,
09Tzh6GrZaVdoxJIKtl0uP,Get It,"O Racks, Don Q",5/31/19,album,2,
5k4hfzHlSIVG4qoE8kyPjq,Bae,O.T. Genasis,12/7/18,album,1,duplicate
58lVunrhV6I4r3oncLfzs8,"Bae (Remix) [feat. G-Eazy, Rich the Kid & E-40]",O.T. Genasis,5/20/19,album,,
6zeT0To7fzZjYNu2O4KZB5,Big Shot (feat. Mustard),O.T. Genasis,10/25/19,album,,
1uqKnp8TT1PEcF29EGZvz3,Cash On It,O.T. Genasis,6/15/18,album,,
0akShXmR5uxmQZaLg4AAac,Coke N Butter,O.T. Genasis,11/11/16,album,,
2GY0ayvMutwRCmDwuISUw6,Everybody Mad,O.T. Genasis,10/6/17,album,,
3kyuehqc2CiGAwnHVKbZma,Look At That,O.T. Genasis,5/16/19,album,,
2jsXhRw5G0aSMTzWnKe6T9,Push It,O.T. Genasis,4/22/16,album,,
6VaRNWngIWa2Yef3cl3z6y,When I Get It (feat. Young Thug),O.T. Genasis,9/6/19,album,,
3eYQWYEabK43NKjw2QT2GX,92,Obie Trice,8/16/19,album,,
5UpbxZNCKEQwFEFfwtjFsX,Ass - Single,Obie Trice,3/25/16,album,,
0vO8JrKoG9DacUqG1oftfI,Bang,Obie Trice,5/28/13,album,,
0nsVCJAISHUNrCSULo0iEx,Bottoms Up,Obie Trice,4/3/12,album,,
7exM52pkWRKdoZqkheCRCC,Cheers,Obie Trice,1/1/03,album,,
0HoNaMwxWRN8kBso6j6Qwx,"Dealer (feat. Young Buck, Tone Tone) - Single",Obie Trice,7/17/15,album,,
4EZBtjzKDP9AK7IEsBuins,Good Girls - Single,Obie Trice,6/16/15,album,,
5XOwVYQE5faQxx9C4aw0Ta,Good Girls (DJ Motion Remix),Obie Trice,9/18/15,album,1,duplicate
7liAJFeMLT5QihsB9MhAh5,Second Rounds On Me,Obie Trice,1/1/06,album,,
2mRFrg5Ius6iXSZK6n4uRe,SpankyHayes2,Obie Trice,12/23/19,album,,
6SivwZc3Yi43CIDjbegEG1,Special Reserve,Obie Trice,12/15/09,album,,
0UfrQHv0MIBe3HhmO3NTUY,Spend the Day (feat. Drey Skonie) - Single,Obie Trice,3/6/12,album,,
4EwTe5JBnYKQb33BDJAQHN,Spill My Drink,Obie Trice,8/21/12,album,,
6GLnsXe68XBDStRQQty9PN,The Fifth,Obie Trice,8/23/19,album,,
3valjRIYfL0fyospVmZI51,The Hangover,Obie Trice,8/7/15,album,,
7KMopDfCxTVWGBPNtAO0JW,My Niggas,"Oblock Gunz, Asian Doll",1/24/19,album,2,
5miGScwF6nki8QXloLhnC0,F*ck What You Heard,"Oboy Lo, Tracy T",12/29/15,album,2,
6hN1bGeQwk7qzZqnGSWeJp,Bet (feat. Skepta & Michael Phantom),"Octavian, Skepta",2/27/19,album,,
2b1oWGJx0IYvgrYOj4Hlh6,Black Man in America - Single,October London,7/20/16,album,2,
6g4QEX0l9xsvgKp0D0nfMq,Color Blind: Hate & Happiness,October London,4/7/17,album,2,
7CXeYrL2UDyKprq1UPsEdZ,Color Blind: Love,October London,10/28/16,album,2,
0aQios4mdY21dneNBWyL48,Rollercoaster,October London,10/29/19,album,2,
57ReeKQG3igi6ul8K8uNJO,Bedi Yak,"October London, Tenah Nassar",11/20/19,album,2,
3QeQJBo9jch6beeqjRyKzg,Allah Mixtape,OG Boo Dirty,5/23/18,album,,
4JtQ6gXEdacXAWXW2OFL4Q,Bands On Me,OG Boo Dirty,5/24/11,album,,
43vZrdEFupGxwzHkYWDTuM,Bank Roll,OG Boo Dirty,5/23/18,album,,
31kmS52SKm082CnbN0sZAX,Buss Down,OG Boo Dirty,5/28/18,album,,
7BuTkEbjOBVTDMHZWyGki5,Lil Bish,OG Boo Dirty,7/24/17,album,,
0YvhQUbrjd0IYQ3BrGljwq,Looking For,OG Boo Dirty,11/28/18,album,,
0KF6dgIefwEZNmgGFTf0Er,Return of the Gangsta,OG Boo Dirty,11/26/19,album,,
102MVKYkEdCbOcYD4kKluK,The Story Of OG,OG Boo Dirty,1/25/19,album,,
3W3iz0WiNToNlqgDexf9ct,Greatest Features from the South,"OG Ron C, Pimp C",2/19/08,album,2,
65lAJFBkFzTyr6heCsCqkP,32 Trench's,OJ Da Juiceman,1/12/18,album,,
7nrZYSpQe4o7ZumyOAoIZq,32 Trenches,OJ Da Juiceman,12/29/17,album,1,duplicate
7eVCUhaajlH4MoCRHKlNpE,6 Rings 4,OJ Da Juiceman,7/26/19,album,,
0SdarJtTd0q7trVGkEDvO5,Alaska n Atlanta,OJ Da Juiceman,11/22/19,album,,
6g12QGarI5EWjCJREiRWnq,Bomb N Da Bush's,OJ Da Juiceman,2/24/17,album,,
37dxlwOIn4egweI8ZkC8wf,BoulderCrest Hero,OJ Da Juiceman,2/24/17,album,,
5ewno8TcmuyjPLMagHLPJ1,Da Trap Boss,OJ Da Juiceman,11/23/18,album,,
5iu8DR51FXUdwQVGB3dCFN,"Fanta Season, Vol. 1",OJ Da Juiceman,9/6/18,album,,
37bXUxgIndXiqhZ9hko8N7,Ghost & Tommy,OJ Da Juiceman,4/2/18,album,,
7Eo4YswJFZvZxiA83BIqJI,Kitchen Talk,OJ Da Juiceman,2/28/17,album,,
6SX21wmZ8Y3MPlfFFg2X0B,Life On Edge,OJ Da Juiceman,2/28/17,album,,
78rNmq2Hv6qYNmqMJWlCDk,Math Class 2,OJ Da Juiceman,8/18/17,album,,
0xkmzzirMOn7cvidYY4Pyw,Mr. Texaco,OJ Da Juiceman,2/28/17,album,,
3YUitnCROZIa3bIpnm18B7,Out Da Mudd,OJ Da Juiceman,3/8/17,album,,
0NkxYYv2g28jO8qBTot0oz,R&B Juice,OJ Da Juiceman,3/8/17,album,,
4b5TLjEJKCWUjGq5XdIpQX,Sun Valley,OJ Da Juiceman,3/9/17,album,,
1TXocsbaQfS7F0VpVjT47Z,Trapped Out Like Ah 9to5,OJ Da Juiceman,3/9/17,album,,
3jhFRcQiyO9AxLcSeRyLwr,Black Friday,"OJ Da Juiceman, Benzino",8/9/19,album,,
1PL4zguCQqzJw7xNEShE5X,The Lord of the Rings,"OJ Da Juiceman, DJ Don Cannon",11/23/19,album,,
4CsSXHTFCeCj24DXU6ADny,Drop It Over Here,Ol' Dirty Bastard,2001,album,,
18jSASOXDGopVmqW0YHdbM,"Intoxicated (feat. Raekwon, Method Man & Macy Gray)",Ol' Dirty Bastard,11/15/18,album,,
4MxwRbMyuY6QYdyr4GrkVn,Last Call,Ol' Dirty Bastard,4/29/14,album,,
6T9cMfmyAA4BtRIdf9fEAE,Message to the Other Side (Osirus Pt. 1),Ol' Dirty Bastard,1/17/12,album,,
2BbuBfQ4R0Q5ZjIJniJuZQ,N***A Please,Ol' Dirty Bastard,9/3/99,album,1,duplicate
6PK5k8o9WRXle3xq12NRRs,Nigga Please (20th Anniversary Edition),Ol' Dirty Bastard,9/14/99,album,,
1SEl9Py8Qc3YLF4gWT4wwP,Osirus - The Official Mixtape,Ol' Dirty Bastard,2005,album,,
4tI4WJdTN5MzDMRMl2i7VR,Return To The 36 Chambers: The Dirty Version,Ol' Dirty Bastard,1995,album,,
6l9EgXmPrlcfU0B16XaIoh,The Trials And Tribulations of Russell Jones,Ol' Dirty Bastard,3/19/02,album,,
2ndxl7MJfa4qTRhWbYqRlp,Sheevita Juice,"Olamide, Skepta",2/13/18,album,,
5z4sakz3OoGrklfFwOsCNA,Tears (Remix),"Olive Louise, Joell Ortiz",4/17/19,album,2,
5AelTZUdahNA7besdaECfD,Alien Boy EP,Oliver Tree,2/16/18,album,2,
0jJos2J0nTHjPYFOd6RDuz,Cash Machine,Oliver Tree,12/27/19,album,2,
2XxmBqWYO5kwVIptXjI8DO,Cheapskate,Oliver Tree,7/21/17,album,2,
6VVtLiRVTvWPEOGjeEtlGr,Do You Feel Me?,Oliver Tree,8/2/19,album,2,
4Ee9QcEoWBpoOsCPp4rBH3,Fuck,Oliver Tree,4/12/19,album,2,
49zj1MI8Uebk1JQ2TNHNr1,Hurt,Oliver Tree,12/6/18,album,2,
5Az2UF23ZMDEOrKsfMm3Gq,Hurt (RAC Mix),Oliver Tree,4/26/19,album,1,duplicate
4X6lXwC3CnCcbQPtoFlIrF,Movement,Oliver Tree,5/11/18,album,2,
1s1VZvsNejbnLmt0nDCGle,Alien Boy (Big Data Remix),"Oliver Tree, Big Data",10/5/18,album,1,duplicate
4vbjRfauuMg00BVCDb4e5d,Hurt (NGHTMRE Remix),"Oliver Tree, NGHTMRE",5/14/19,album,1,duplicate
4r3K6qHopKKNA3XP4aCmdt,Miracle Man (Zeds Dead Remix),"Oliver Tree, Zeds Dead",10/4/19,album,1,duplicate
06aazKMMiusM0An01Jan2W,Algo,Omar Apollo,10/20/17,album,2,
1X6LW0L8PeKpQ2qoajGIHx,Ashamed,Omar Apollo,2/27/19,album,2,
51MDT07zYxiW3QMBeyVJJp,Brakelights,Omar Apollo,8/8/17,album,2,
5CQJNJ3aHoWhegy4Xp7LcC,Erase,Omar Apollo,5/11/18,album,2,
7oHG4YB2YjfpnfEPeUtS72,Frio,Omar Apollo,10/30/19,album,2,
0GokR9EpNPmLQXSm0ynGro,Heart,Omar Apollo,1/15/18,album,2,
1LzC50Mwk9vesJ9nBo2dhB,Ignorin,Omar Apollo,5/23/18,album,2,
3GOEdUsWz1MjGzfSAaO5U7,Pram,Omar Apollo,7/11/17,album,2,
0sSIXkYfRqXomRPrK4wYYe,Stereo,Omar Apollo,5/30/18,album,2,
7AF0DByCKnu9JhItQPMRkK,Today (feat. Teo Halm),Omar Apollo,9/14/18,album,2,
38gF4C5wy0M1H7woGdxwA1,Ugotme,Omar Apollo,7/11/17,album,2,
4FFxpvJlrYnJeOhcCIawKr,Unbothered,Omar Apollo,1/6/18,album,2,
0sWQFBl9e6A9tL4CqFT9X8,Hit Me Up,"Omar Apollo, Dominic Fike, Kenny Beats",11/5/19,album,2,
2dGxINFRaJEwDRXohf5gTE,21,Omarion,12/26/06,album,,
7pl9BCMvwgZUy85q23aF6J,BDY on Me,Omarion,4/21/17,album,,
2QuCtVrupU5G4XPZRIkYYY,CP4,Omarion,11/17/17,album,,
4M75DELxOCrwiPPbIQ46Cz,Distance,Omarion,2/10/17,album,,
4kiBGPnmexgABakZacTOMp,I'm Sayin' (feat. Rich Homie Quan),Omarion,11/20/15,album,,
3hGQDP0Gh6DGxXXbmzDS52,I'm Up (feat. Kid Ink & French Montana),Omarion,6/18/15,album,,
0nmW7UfAZynPbnkff9gE9f,Know You Better (feat. Fabolous and Pusha T),Omarion,8/20/13,album,,
1dG2i4TsOiUMeHBoRcTBuR,Let's Talk (feat. Rick Ross),Omarion,6/26/12,album,,
22zphAWMdb1RS1H8uxvXRa,O,Omarion,2/22/05,album,,
4Dg6r2i58ftPdj3229uDrl,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,11/11/14,album,,
13QoXGJgs22WiDG1NWT00D,Sex Playlist,Omarion,12/2/14,album,,
0BcwHyHHEJ3xJgdIOO6kLy,You Like It,Omarion,2/14/14,album,,
2HtRvHltYaeKUZb602vmkx,Distance (VICE Remix),"Omarion, Vice",5/12/17,album,2,
0k0DkhwXWSkCwhWLTYhklp,All My Life,Omelly,5/5/17,album,,
3sGlrslLssG5FPiYwUPKJR,Drill Something,Omelly,1/27/17,album,,
44cp5uGs5vRxalN1j3k4YG,Had to Hustle,Omelly,12/12/18,album,,
01KGcO9PSaeGljcGZXT0yz,"On My Time, Vol. 1",Omelly,1/27/17,album,,
6zY3f2LWoVby0msgEhNFvd,"On My Time, Vol. II",Omelly,1/3/17,album,,
0AN0jle8BeR0bGMWnW8S8o,Worse Than This (feat. Kur & Dave East),Omelly,12/12/17,album,,
74ruSB8Mj6Eu8TkN2Ryu9I,Family Over Everything,"Only The Family, Lil Durk",12/11/19,album,2,
79h52EuqL2pzmx3DWfb4Ly,#turndafucup,Onyx,7/8/14,album,,
0g92QAUKniGFtdtFscjnd0,#WakeDaFucUp (Reloaded),Onyx,4/18/16,album,,
2tIjXLaBInbrlYGFaPH3Us,All We Got Iz Us,Onyx,10/24/95,album,,
5lUgtggG1KroP0qHkpxQ4K,Bacdafucup,Onyx,3/30/93,album,,
2mgP7SQbviAxIIOkx2EsWm,Bacdafucup II,Onyx,7/9/02,album,,
4JZbNv0APiYtaHgOjPM7vB,Black Rock,Onyx,2/16/18,album,,
5xQ32BkGtCC2eOVQM73S2f,Cold Case Files,Onyx,1/12/08,album,,
6AXHAsNYJVPbxNdxaQS05D,Cold Case Files 2,Onyx,12/12/19,album,,
7xwmLGXdqmwGYPc9AmeD7U,Present 100 Mad,Onyx,5/31/19,album,,
418L3cQUx3kV2zxHJc3DZW,Shut 'Em Down,Onyx,6/2/98,album,,
1JNFVECWNSsaoWDsqQBsU1,Slam (Agami Remix),Onyx,10/4/19,album,1,duplicate
6T2wuNM6ubCM6jFM84VMlX,Triggernometry,Onyx,7/23/03,album,,
776ihjJKcK7Y75dZqNEf6S,Yung Onyx,Onyx,7/5/19,album,,
73Toe5rdOeNpdtrfMj0i3x,Shotgunz In Hell,"Onyx, Dope D.O.D.",5/29/17,album,,
29ucY3mHEc9ugJbJzYctAI,Kill Da Mic,"Onyx, Snowgoons",11/12/19,album,,
51OXqQjvF6hY4gyBVuDIiP,Mad Shoot Outs,"Onyx, Snowgoons",12/13/19,album,,
7kjZi351PpGe3sVEfs8tmc,Snowmads,"Onyx, Snowgoons",11/15/19,album,,
5px2Ndu7UrYHK3BNNxz0LU,Wakedafucup,"Onyx, Snowgoons",4/4/14,album,,
13p3974mHNOLmxrPVnrGdQ,Lost Treasures,"Onyx, Sticky Fingaz, Fredro Starr",2/7/20,album,2,
3YlPBQjNFyyUQ2UhFWbpVL,4nml Hsptl,Open Mike Eagle,6/26/12,album,,
5dWee3mJhVUadho1UJJG9D,95 Radios - Single,Open Mike Eagle,7/31/17,album,,
7BlWNRjwKnLrf7yf0VdSvg,A Special Episode - EP,Open Mike Eagle,2/3/15,album,,
37ttcYy90MiCHiXD9yXaAj,Brick Body Complex - Single,Open Mike Eagle,8/22/17,album,1,duplicate
1VDnqZVFSg0xVF104kaIix,Brick Body Kids Still Daydream,Open Mike Eagle,9/15/17,album,,
3hSppPElM044DnIafFTg96,Dark Comedy,Open Mike Eagle,6/10/14,album,,
1OXPDbSQygtJj6WLQPHvYa,"How to Be Super Petty to Your Ex (30 Days, 30 Songs)",Open Mike Eagle,11/3/16,album,,
5pwOjxWhznJixJtH5NRIgi,Legendary Iron Hood - Single,Open Mike Eagle,9/11/17,album,,
1mbm8QZQu2Cxl3Yx7GdQXi,Rappers Will Die of Natural Causes (Reissue),Open Mike Eagle,8/17/18,album,,
43CmsLij5YoceeSYh8Jksl,Relatable (peak OME),Open Mike Eagle,9/21/18,album,,
0ClugsCO59xZK83q45NBOW,The Edge of New Clothes,Open Mike Eagle,9/13/19,album,,
3EmdP03VEvunqZq156hnRv,The New Negroes: (Season 1 Soundtrack),Open Mike Eagle,6/3/19,album,,
2KFvFjM7w06Vg2TjLRI7EJ,Unapologetic Art Rap,Open Mike Eagle,5/11/10,album,,
7qlmxswkArGiRuCJtuW7sz,What Happens When I Try to Relax,Open Mike Eagle,10/19/18,album,,
6xvBRFXD15qZe2zLAq30Qs,Welcome to Beatdown City,"Open Mike Eagle, 2 Mello, Inverse Phase",3/6/19,album,,
5eKoDj9EXbZh0CPCBUhUug,Admitting the Endorphin Addiction - Single,"Open Mike Eagle, Paul White",3/9/16,album,,
476N65TVInNdZxQfe0Czdr,Check to Check - Single,"Open Mike Eagle, Paul White",2/5/16,album,,
7LWTCCUFJ0USkRscNJJrI5,Hella Personal Film Festival,"Open Mike Eagle, Paul White",3/25/16,album,,
5JFxqxFPbQiONI8DDxH36S,Love Mi Ladies,"Oryane, Sean Paul",1/10/20,album,1,
1nJ47gsdAzIROeHOfap5Yy,Tu Si Bailas,"Osmani Garcia ""La Voz"", Flo Rida",1/24/19,album,1,
77LOU1QfCMZf76v7y9Ni8y,Minata Waraba (Sampha Remix),"Oumou Sangare, Sampha",2/22/18,album,1,duplicate
5ceB3rxgXqIRpsOvVzTG28,Aquemini,OutKast,9/29/98,album,,
1IaBCF26OjgYwUCEPaIyC0,ATLiens,OutKast,8/27/96,album,,
3L6JBfRxhzGzhhRDlTEdBz,Idlewild,OutKast,8/22/06,album,,
48fJMsCHv0lplvN5Zanl1l,"Mighty ""O""",OutKast,6/5/06,album,,
3l5AwLKqQ42VJbc5lTuP8G,Southernplayalisticadillacmuzik,OutKast,4/26/94,album,,
1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,OutKast,2003,album,,
2tm3Ht61kqqRZtIYsBjxEj,Stankonia,OutKast,10/31/00,album,,
7etFl9qeqjD0luC40JAg8l,The Way You Move / Hey Ya!,OutKast,2003,album,,
3FEucNLiYv23pm9P0ndIht,#LastOnezLeft,Outlawz,6/23/17,album,,
6jifKm5oBE5DVp3dzevADQ,Against All Oddz,Outlawz,8/11/15,album,,
6d1j38KBs2Ei5bauvm3oTB,"Classic Collabz, Vol 1.",Outlawz,2/1/19,album,1,compilation
2dQE1YSUhw2dNfNwL8f2v1,"Classic Collabz, Vol. 2",Outlawz,2/8/19,album,1,compilation
4ga8LKxUsRHicwDGfSLo88,Killuminati 2K10,Outlawz,10/31/10,album,,
2sROc7NCEeR8dg88ijzK3X,Killuminati 2K11,Outlawz,8/23/11,album,,
7yBnN9J9myQbvxNqNt9rkO,Livin Legendz,Outlawz,4/4/17,album,,
7BT1L40VNGxBSVg71VUCtV,Outlawz Retribution: The Lost Album 10 Years Later...,Outlawz,9/15/09,album,1,compilation
2ovI8sgpte18SCSuhhlzZd,The Lost Songs Volume One,Outlawz,3/23/10,album,1,compilation
2mXQcTkRFoil2aA8kRkV5D,The Lost Songs Volume Three,Outlawz,3/23/10,album,1,compilation
2lUQ4neA7aFwgF5NXaKlEY,The Lost Songs Volume Two,Outlawz,3/23/10,album,1,compilation
2DIJuw0ksiCP5tzc6UaqaF,Shimmy Shimmy - Single,"Outo The Lerical, Ol' Dirty Bastard",12/23/16,album,2,
28SHWHeErYE19n7wgl7E0a,Foreign affairs,"Ovaceas, Cory Gunz, Vinny Idol",2010,album,2,
4n1yWNtyQvSyU5QzAgPw50,2008,OverDoz.,10/27/17,album,,
4rGFftbcwmVm7hIkeVMIq0,Backstage,OverDoz.,10/20/17,album,,
0Yc3BkF44hT7IPQzmGXhnC,Destabil,OverDoz.,7/20/12,album,,
51kZZNppUFkOOuP0aTD0EH,District,OverDoz.,10/13/17,album,,
72aN0aGo83fIvHcYa1jp7H,F**k Yo DJ,OverDoz.,3/10/15,album,1,duplicate
4SRccOipQA7B2Ho2Ep4dM5,F**k Yo DJ (feat. A$AP Ferg),OverDoz.,3/10/15,album,,
2elioSbiBbyNpUEz7mkT2x,Killer Tofu,OverDoz.,10/24/13,album,,
04wTeRZYBThz4vFvqen0l9,Last Kiss,OverDoz.,5/26/15,album,,
0JB8Aj9eRx3Upzi1TR34mv,Lauren London,OverDoz.,7/20/12,album,,
1hQMMFhkuZX0dyohgBumh0,Rich White Friends,OverDoz.,1/27/15,album,,
6NvV7b7nqNyTtwSkney5My,Where & When,"P Money, Giggs",5/9/19,album,,
3eQRZ9cftF0ezsRsynepNl,Hurts 2B Human (feat. Khalid),"P!nk, Khalid",4/22/19,album,2,
65LSrZSR9oIuKY7S57qkJE,No Snare,"Pan Amsterdam, Open Mike Eagle",11/9/18,album,,
0uH8UApmZ3b17wlm2fbMBT,CC,Papoose,5/10/19,album,,
3pnKG8w62wwzLneNSBM0YE,Cigar Society,Papoose,3/5/14,album,,
6H48Ambf6MITBd05Pm7YOa,Fortune 500,Papoose,3/6/19,album,,
4P28NBxejry4Yruwe8b3hh,Fortune 500 (Instrumental),Papoose,3/7/19,album,1,duplicate
4OqHamHt4tIprBXkGVsM8P,Have It All From Me,Papoose,11/14/18,album,,
1ffGHQYkqVHioRq0RdeA2k,Numerical Slaughter (feat. DJ Premier),Papoose,2/8/19,album,,
3MTVwEkzHRRwhEhzR8vV6H,Papoose Season,Papoose,6/1/10,album,,
3R6aywLf0J4JrHW3nMCXvV,Precious Jewel (feat. Musiq Soulchild),Papoose,2/13/19,album,,
4fCGPhLaTPkeJKPluEIufP,Shooter (feat. Casanova),Papoose,7/4/18,album,,
49PNva6ktlvfOJw3kng0oI,The 1.5 Million Dollar Man,Papoose,7/17/06,album,,
2y32oyqGC3iadb7gInoLpY,The 2nd Coming,Papoose,3/15/11,album,,
41pujnytO2WwCJkCCPXQRQ,The Golden Child (feat. Remy Ma & Angelica Vila),Papoose,10/16/18,album,,
1ThgMcSHvTMurwDqfec7RC,The Nacirema Dream,Papoose,3/26/13,album,,
76kXlfzOxGZl4gdZAx3H84,The Nacirema Dream (Commentary Version),Papoose,3/26/13,album,1,duplicate
4y3lSEjA6AJGZ6GpKRo6PZ,Underrated,Papoose,2/15/19,album,,
40ttqpwOACOfcYWz0jCU1G,You Can't Stop Destiny,Papoose,7/17/15,album,,
6kwOA4HhDOXeIDx1kUspsG,Nasty Time,"Papoose, Bianca Bonnie",12/6/19,album,,
0HNjimOAFsSxPx3cir0A01,Black Love (Remix),"Papoose, Remy Ma",11/16/16,album,,
5nX8kOEiuOMfXoamixy77u,Chorus Rhyme,"Parallel Thought, C-Rayz Walz",10/24/17,album,,
4g9y8J8mzpl6rxnOjhKrwH,Backin' It Up (feat. Cardi B),"Pardison Fontaine, Cardi B",9/20/18,album,,
1PBOYk02kjTusbnkUdKunC,Habitaan Vigaad Di,Parichay,6/23/17,album,1,duplicate
