album_uri,album_name,artist,release_date,album_type
6LX75kNicFqjjiAOeZgN67,The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,album
7mgdTKTCdfnLoa1HXHvLYM,Lil Uzi Vert vs. The World,Lil Uzi Vert,2016-05-27,album
5WrbKW1nRN4vSsu70uizxX,Luv Is Rage,Lil Uzi Vert,2015-12-18,album
4uTOUYhLrGRKkfxfPKTkuy,Futsal Shuffle 2020,Lil Uzi Vert,2019-12-12,album
5UL4JeebFRM3CwLfk7ZAlh,Show U Off (feat. Lil Uzi Vert),"Lud Foe, Lil Uzi Vert",2019-04-26,album
49K82qcZN4u109e6Zw8io1,Sanguine Paradise,Lil Uzi Vert,2019-04-09,album
7jV7IRYpTLmTJe7uZXZCZh,That's a Rack,Lil Uzi Vert,2019-04-09,album
1BMfByaGjaWoSraUSfCQQh,420 in London,"Pressa, Lil Uzi Vert, Murda Beatz",2018-10-02,album
435lskCkjbKTmpmescTIpI,New Patek,Lil Uzi Vert,2018-09-21,album
7hVFsGvQ1apmp4EAldMwID,Watch (feat. Lil Uzi Vert & Kanye West),"Travis Scott, Lil Uzi Vert",2018-05-04,album
51HrCduoCfmUtzrYHf7onw,Sauce It Up,Lil Uzi Vert,2018-02-16,album
0KaQCJshy3j3TKCu59Yh6X,Smoke My Dope (with Steve Aoki & Lil Uzi Vert) (From Bright: The Album),"Steve Aoki, Lil Uzi Vert",2017-12-15,album
6x8tzop53PDl2tvjIXB9a0,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) [Remix],"Lil Uzi Vert, Nicki Minaj, Oh Wonder",2017-11-03,album
50yFYgKdwJANZ5O9MIbMkg,Tha Carter V,Lil Wayne,2018-09-28,album
2EZ3h6cM5eC65qSHCghdIZ,I Am Not A Human Being II,Lil Wayne,2013-03-22,album
4rhNBjL39LW5tuZgRShtnx,I Am Not A Human Being II (Deluxe),Lil Wayne,2013-01-01,album
1uuSC0RCJB3dSp8Mb6GflZ,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01,album
1MGEMBqM3v8OUM2glv7MSx,Tha Carter IV,Lil Wayne,2011-01-01,album
3seLEYrsszham3IxskYwt7,Tear Drop Tune Part 3,Lil Wayne,2010-02-28,album
5vfnsOgLqsgmEb3vGyc2FO,I Am Not A Human Being,Lil Wayne,2010-01-01,album
4qplno3lbet8WvuTGdDG3T,Nuthin' 2 Prove,Lil Yachty,2018-10-19,album
4nHOF3neSo6Y7OG5OAflkC,Lil Boat 2,Lil Yachty,2018-03-09,album
6upTR3RFKR7K20OnHRXDkL,Teenage Emotions,Lil Yachty,2017-05-26,album
1Ea4UfFW7K1UzbjkDVaPri,Summer Songs 2,Lil Yachty,2016-07-29,album
4bJqW1SBOvsfcEzZwsjdjx,Lil Boat,Lil Yachty,2016-07-05,album
5DqdH9KIcJuIzihuzQAr6X,Accomplishments,"Lil Keed, Lil Yachty, Zaytoven",2019-12-06,album
19z8fbMaBbjvUtpRlJvEqc,Once Again,"Quality Control, Lil Yachty",2019-08-09,album
1y1l71S4ZveVZQRuqcZk0u,Intro,"Quality Control, Migos, Lil Yachty",2019-08-01,album
34Rfryw69aC39DScJPubpT,Live Forever,"Stafford Brothers, Lexy Panterra, Lil Yachty",2019-07-05,album
72a9SwKVvQfcHDAzHsQnUX,"Go Krazy, Go Stupid Freestyle",Lil Yachty,2019-06-28,album
29k6Cuo1aO7ZgNHIul6AJk,Kryptonite,"2JtheRichest, Lil Yachty",2019-02-23,album
2goywQZIauQvW6BeRegnYt,No Smoke,"D Savage, Lil Yachty",2018-09-21,album
1syBGItnntl0Aty6SoKqrk,Start The Par-dee,"Chef BRD, Lil Yachty, Donny Osmond",2018-08-19,album
6BTVBZh7l6VSbeN4lyZChV,Ay3,"Ayo & Teo, Lil Yachty",2018-07-27,album
56jF03rEi6shj9lKH0Y2Wc,Who Want The Smoke?,Lil Yachty,2018-07-06,album
19ZVbCssCQaPzjMEaKU8Hi,Pretender (feat. Lil Yachty & AJR),"Steve Aoki, Lil Yachty, AJR",2018-05-18,album
7r18tvjbQnPO1nLN4mScUY,Bankrupt (Feat. Lil Yachty & Lil Baby),"Cuban Doll, Lil Yachty, Lil Baby",2018-05-11,album
2liBYuCYfW37CmNkub2BaH,DROGAS WAVE,Lupe Fiasco,2018-09-21,album
2utMSPHiSIHEg2vb9awgDi,DROGAS Light,Lupe Fiasco,2017-02-10,album
7F58zK8t8whSFjX5X09d28,Tetsuo & Youth,Lupe Fiasco,2015-01-20,album
5rCCCernTo6IwFwEZM4H53,Food & Liquor II: The Great American Rap Album Pt. 1,Lupe Fiasco,2012-09-25,album
4Um8wMKUXteqtUlFelOHrg,Lasers,Lupe Fiasco,2011-03-07,album
0MihD70HInk2rDaChdAdEy,Lupe Fiasco's The Cool,Lupe Fiasco,2007-01-01,album
05gKNAgBzLOGmTNVsGtP6p,Lupe Fiasco's Food & Liquor (5th Anniversary Edition; Deluxe Edition),Lupe Fiasco,2006-06-27,album
0TDJRkEr2SrhWTetdkEzED,Lupe Fiasco's Food & Liquor,Lupe Fiasco,2006-06-27,album
72LglewDl2LULJv40Ow7fh,Chill's Spotlight,"Lupe Fiasco, Wildstyle",2019-11-01,album
54jG9SZc5xgv4yczj4PwHq,Run Game,Lupe Fiasco,2019-06-21,album
72xAKvsW2ooWLuOT4bfQYA,Jump (Vingo Slang Club Mix),Lupe Fiasco,2017-09-01,album
2lTYr1zqAUD7gdlv0Q9FP5,Coulda Been,Lupe Fiasco,2017-05-12,album
6JbEiqwFFphg3lFpVknOOW,Pu$$y (feat. Billy Blue),Lupe Fiasco,2014-10-21,album
5sY6UIQ32GqwMLAfSNEaXb,Circles,Mac Miller,2020-01-17,album
5wtE5aLX5r7jOosmPhJhhk,Swimming,Mac Miller,2018-08-03,album
6f6tko6NWoH00cyFOl4VYQ,The Divine Feminine,Mac Miller,2016-09-16,album
13fsGE9UN5VaAkETSs94un,Best Day Ever (5th Anniversary Remastered Edition),Mac Miller,2016-06-03,album
2Tyx5dLhHYkx6zeAdVaTzN,GO:OD AM,Mac Miller,2015-09-18,album
0oPKygNJATeXkPWre0R0Nr,Live From Space,Mac Miller,2013-12-17,album
3T02fCxAjApu18taJLLbyN,Watching Movies with the Sound Off (Deluxe Edition),Mac Miller,2013-06-18,album
3ZNMAkjR6M4T0r6Of6jC08,Watching Movies with the Sound Off,Mac Miller,2013-06-18,album
7nVdkG4gZZxB1I1RLN27fJ,Macadelic (Remastered Edition),Mac Miller,2012-03-23,album
34Vqb2m74NU6Pb682ymHic,Blue Slide Park (Commentary Version),Mac Miller,2011-11-15,album
6VhDYmsjHqRxKXd0z7hmXI,Blue Slide Park,Mac Miller,2011-11-15,album
16Wn60d87WBlf0Tu8Sqnck,Blue Slide Park (Edited Version),Mac Miller,2011-11-15,album
4CCaoRnCugI6RsHHBKiMLs,Good News,Mac Miller,2020-01-09,album
1a7behQFUiQ9iHjSJxiZXE,That's Life (feat. Mac Miller & Sia),"88-Keys, Mac Miller, Sia",2019-06-20,album
5SEQL40XcXX1FUHtiqa8PG,Time,"Free Nationals, Mac Miller, Kali Uchis",2019-06-12,album
0ppUC3Jf1kIDvOZsxCYpEe,What's the Use?,Mac Miller,2018-07-23,album
3giQKi73ayOnj7jxGevJwg,Madvillainy 2: The Madlib Remix,Madvillain,2008-09-30,album
39qfFzn2Cii6N0AdAXdg9p,Four Tet Remixes,Madvillain,2005,album
01FCoGEQ3NFWF4fHJzdiax,Madvillainy,Madvillain,2004-03-24,album
6UYZEYjpN1DYRW0kqFy9ZE,Championships,Meek Mill,2018-11-30,album
2OWLbSd0bRFLw2M0KlgrgJ,Wins & Losses (Deluxe Edition),Meek Mill,2017-08-04,album
2SCQAZZ5pc90l9SPBsWCIQ,Wins & Losses,Meek Mill,2017-07-21,album
6sNbRwX0lZREkdmUSDsVzo,DC4,Meek Mill,2016-10-28,album
31ZNLGjARu4skCvhGc1bfA,First Come First Serve,Meek Mill,2015-09-02,album
2O3OKOYCub892PUGprsaQo,Dreams Worth More Than Money,Meek Mill,2015-06-29,album
3CjBOwf3HzW7fWxUGCU8NQ,Unreleased Killadelphia Muzik,Meek Mill,2014-10-27,album
5k21b6J72f19J3NmPXgPUu,Dreamchasers 3,Meek Mill,2013-09-29,album
0Ckf7JkYnpD084soz5mftm,Dreams and Nightmares,Meek Mill,2012-10-29,album
0zhZDmHEtDtok393SbZ3d7,Dreams and Nightmares (Deluxe Version),Meek Mill,2012-10-26,album
0kpslw9IHk7EsK40BGUbX9,Dreamchasers 2,Meek Mill,2012-05-07,album
40SFz21xgwvkJn2Ea1z5iH,Dreamchasers,Meek Mill,2011-08-11,album
6OGBP8kekV91cG9sghPEVw,1000 Nights (feat. Meek Mill & A Boogie wit da Hoodie),"Ed Sheeran, Meek Mill, A Boogie Wit da Hoodie",2019-07-11,album
2U61CkW0IDVS5PzTB0F7WW,You Stay (feat. Lil Baby & Jeremih),"DJ Khaled, Meek Mill, J Balvin",2019-05-10,album
6bPpXqJRpjwy0hLyUGtzYc,FATHER OF 4,Offset,2019-02-22,album
6LwvnvN9OL3N293zlfS38h,Big Rocks (Offset feat. Young Thug),Offset,2019-08-14,album
6GZ1LDBZX4XN0POESyg12X,Soakin Wet,"Quality Control, Marlo, Offset",2019-05-09,album
2FtofA3fexIC11zeV303hk,Power Moves,"Offset, Lost God",2019-04-19,album
3lxvJqSvGR9o3Z402FnY0Z,Red Room,Offset,2019-02-14,album
4FAW4D50oWaQ3EoRcsJduh,Hurts Like Hell (feat. Offset),"Madison Beer, Offset",2018-11-09,album
79ynrc0ZHp86yBPTEX5D7t,Lamborghini,"Sina Rambo, Offset, DaVido",2018-08-27,album
2HVFUcAXhoJRncNz51brSE,Wait (Featuring Offset & Vory),"Chantel Jeffries, Offset, Vory",2018-05-04,album
5pmKkvSBmN3bHB34j0FqHL,Cash Pronto,"Jose Guapo, Offset",2018-04-16,album
4p7eRi1P1WWBpvk85gk8gE,The Others (Offset Club Remix),"RIKA, Offset",2018-03-02,album
3ZwmW6RFyLF2dey4U87js2,Alive (with Offset & 2 Chainz),"Lil Jon, Offset, 2 Chainz",2018-01-26,album
4aIRKslruEDdqqXgP2JaLh,Night Drive,Offset,2018-01-22,album
77SNIVTBi10hWyJMQuOiQL,E(h)at(e) Natural,Offset,2015-05-18,album
1ffAV4iWGRi0wxAR3FVqyw,NEHRUVIANDOOM (REDUX),"MF DOOM, Bishop Nehru",2019-10-11,album
6AviMNhTggWeJJ0sFCsc5g,BORN LIKE THIS (10TH ANNIVERSARY EDITION),MF DOOM,2019-03-27,album
2PPvDD3t985MvMphfSwzgr,Czarface Meets Metal Face,"CZARFACE, MF DOOM",2018-03-30,album
0baxtwETSL9uVjKBb6e4qw,Czarface Meets Metal Face (Instrumentals),"CZARFACE, MF DOOM",2018-03-29,album
4UG3kz6qoHtNI1glQ2wdon,Operation: Doomsday (Complete),MF DOOM,2011-04-26,album
6HSnVwIMF1WIat7Zo5nlEk,Expektoration... Live,MF DOOM,2010-09-13,album
0fsANicB5hZ4rh3ob47PBv,Gazzillion Ear,MF DOOM,2010-02-01,album
5i7JM6qlMK5x2gY6Tkv56h,BORN LIKE THIS,MF DOOM,2009-03-23,album
3ywl9PSiAb3RJrcs9DtncG,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9",MF DOOM,2006-01-24,album
63fFCsXmRWP5Spr06X83Tb,Special Herbs + Spices Volume One,"MF DOOM, MF Grimm",2005-05-10,album
6FRYVbBLeBOHWhaRm11ZUg,"Metal Fingers Presents: Special Herbs, Vol. 7 and 8",MF DOOM,2004,album
7IvmRtuLsTlRZhRS6KUQRn,MM...FOOD,MF DOOM,2004,album
1DcGy9z5Bz7ZDS7dMhdtkY,"Metal Fingers Presents: Special Herbs, Vol. 1 & 2",MF DOOM,2004,album
3TDUs1ZtrcccyI9SlxuEP5,Metal Fingers Presents: Special Herbs Vol. 3 & 4,MF DOOM,2003-09-30,album
7c50ybiNwXRhi0nEXF1Chs,Best of Mf,"MF DOOM, MF Grimm",2003-09-02,album
4fCYX6DvDzG5w1RKC14smH,Disastrous (Edit),"MF DOOM, Bishop Nehru",2019-12-13,album
2mj2gYEeSv6X4IUjpHgH3A,Om (Edit),"MF DOOM, Bishop Nehru",2019-11-29,album
4ezBRagdFJB8UXnmDWdFBv,Coco Mango Diced,"Damu The Fudgemunk, MF DOOM",2019-04-12,album
5JlHbYtRII1oOmsNLnOy9z,MUGGS X DOOM,"DJ Muggs, MF DOOM",2018-06-29,album
4TskU0C5fXsbpCL69e3AXP,Man's Worst Enemy,"CZARFACE, MF DOOM",2018-06-01,album
4SnWrk06dIt4ynFRLpNX6e,The Circus,Mick Jenkins,2020-01-10,album
2oenkFNS8GLDubNAn2gxQH,Pieces of a Man,Mick Jenkins,2018-10-26,album
1355FmCtrXQa0VeMd3eMzT,The Healing Component,Mick Jenkins,2016-09-23,album
302R4KlFy873Aq7YJNPHWr,Wave[s],Mick Jenkins,2015-08-21,album
5170B9wvcKvzWRWmTp5lCV,The Water (S),Mick Jenkins,2014-08-12,album
0buv8l9Y9nk9X47Hb5jooA,Carefree,Mick Jenkins,2020-01-03,album
3P3zERBHtVIthVbvQMBQg7,Halo,"Haleek Maul, Mick Jenkins",2019-11-13,album
1aRgLOcfmeJUfh4KHABdwd,Lemonade,"Da-P, Mick Jenkins",2019-11-06,album
06etD8yIH9S4lgLdxuG1cv,10 Gallons,"Zac Flewids, Mick Jenkins",2019-08-02,album
2wihnCSWxxB03713TI7qFz,F.Y.I,"Alex Wiley, Mick Jenkins",2019-06-21,album
60WwySNVrRhaHwssWIVxx5,Changing (feat. Mick Jenkins),"ARLO, Mick Jenkins",2019-02-22,album
6fSjKII6YNGARTrhqG7lMT,Steps,"Zac Flewids, Mick Jenkins",2019-01-25,album
7adqaqJJpBXtThVTgmdCwN,Nobody Knows,"Stephen Smith, Mick Jenkins",2019-01-18,album
6tdAxBZCzVWBl89QpjPtKb,Trust Nobody,"LUCKI, Mick Jenkins, Lofsky",2018-12-21,album
0GihlQ4tissBMpBx5oqsvw,Rigatoni,"Ursa the Chef, Mick Jenkins",2018-10-28,album
5CfLH209EOkYeUVsGDnfYG,Barcelona,Mick Jenkins,2018-10-22,album
4bV0tQ5HlPD6vy1hNSBEgg,Padded Locks (feat. Ghostface Killah),Mick Jenkins,2018-10-22,album
2rq911yHac9zRBEK4eRdrk,Understood,Mick Jenkins,2018-10-12,album
58OBbFNDDEETqAW87mXtPE,What Am I To Do,Mick Jenkins,2018-08-27,album
7fd7SEK25VS3gJAUgSwL6y,Culture II,Migos,2018-01-26,album
2AvupjUeMnSffKEV05x222,Culture,Migos,2017-01-27,album
7Hd1Gqx8xFRAnQOLHAZxn3,YRN 2 (Young Rich Niggas 2),Migos,2016-10-14,album
7qLM7egb40QyDHa3CknQqs,Rich Shooters,Migos,2015-11-01,album
4R8gIy454OjbyRspuPu5A7,Currency,Migos,2015-09-02,album
0sv4nM5FtA8Y3DrvG4CXH8,Yung Rich Nation,Migos,2015-07-31,album
6r9ryZTveNqFVOmoN0LEum,The Green Album,"Gucci Mane, Migos",2015-06-09,album
0ty5iwaiepWlGq8g0DKtEy,Rich Ni**a Timeline,Migos,2014-11-05,album
56PJDByaunMWwCqs5rV3Nc,No Label II,Migos,2014-06-03,album
7J6fSYFHb5Kgouc4Nr8SZg,No Label,Migos,2013-07-30,album
70HXQp5RAjM37JHBuvL8Dg,Juug Season,Migos,2013-07-30,album
4YmTZjHk8SmTFTiVMXBN1A,Young Rich N*ggas,Migos,2013-07-09,album
62mgJrEMRESRSdtjEM2AN4,Frosted Flakes,"Quality Control, Migos",2019-08-15,album
74jYy3DtyTfSVyxQUcsTFF,Blood Money,Mobb Deep,2006-05-02,album
7j358KRnAMmabpFQoymvCp,Amerikaz Nightmare,Mobb Deep,2004-08-10,album
6UDhYUew9ULQVtt4HWNRSL,Free Agents,Mobb Deep,2003,album
2hSnMHuLYfpp8hvdpZRjAk,Infamy,Mobb Deep,2001-12-11,album
5o6X1oSGpIcD8czW7X3GPG,Infamy (Clean Version),Mobb Deep,2001-12-11,album
25NNQGZBd9oLAO1xTeq5oQ,Murda Muzik,Mobb Deep,1999-04-27,album
6BWf3fxsgSDhES4Cm4oyy5,Hell On Earth (Explicit),Mobb Deep,1996-11-19,album
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Mobb Deep,1995-04-25,album
2Y8JEb0HiAioGra55OwKhE,Juvenile Hell,Mobb Deep,1993-01-01,album
7073KiIeaFqn3emBxNYKon,Boom Goes The Cannon...,Mobb Deep,2018-06-18,album
0UUFiUtmifyZ3mgCdNE1Iz,Corey Kesselman,"D. LYNCH, Mobb Deep",2016-11-17,album
543sS0IDFp5V0h4VhEYgSC,Put 'Em In Their Place,Mobb Deep,2006-01-01,album
3DvxYvbg85SwzNEMjNFq4p,Thoro,Mobb Deep,2005-10-14,album
4Rg0nvUI2jt96TNHtpmmpv,TRUE MAGIC,Mos Def,2006-12-29,album
6W05fmxrjjEy6BflrPbzej,The New Danger,Mos Def,2004-10-19,album
1fB3SvkZpfDjSqyLcRT75V,Mos Def - Live at Benaroya Hall,Mos Def,2004-01-01,album
5gK2l2LgWY0BA4p9uy27z6,Black On Both Sides,Mos Def,1999-10-12,album
2j3accjCRcCHVe2u9sP2wK,Sensei On the Block,"Mos Def, Ski Beatz",2015-08-28,album
2I1AgBH1G6iXNRztKHRI4N,Monster Music featuring Cassidy,Mos Def,2005-01-01,album
7MBiJL8Pd9NdGT1LqOwI2A,"Sex, Love & Money",Mos Def,2004-01-01,album
3OSID3YChn6nOjfUAlSXQZ,Efil4zaggin,N.W.A.,1991-05-28,album
0Y7qkJVZ06tS2GUCDptzyW,Straight Outta Compton,N.W.A.,1988-08-08,album
2Y4B6Trqus0soAH3Gs8mPj,100 Miles And Runnin',N.W.A.,1990-08-14,album
2AdzxDWUs5YWbEJiZnMIOK,Express Yourself,N.W.A.,1989-03-27,album
4tRNl7PwUzXrxTP3YZjWgS,The Lost Tapes 2,Nas,2019-07-19,album
66EwBbt2kPgugo8Wz0SKAw,NASIR,Nas,2018-06-15,album
1Xd9sCWxvNx02wCTZbKoek,Illmatic: Live from the Kennedy Center with the National Symphony Orchestra,Nas,2018-04-20,album
6WHX1SpLq3D5fDtsK78w8r,Life Is Good,Nas,2012-07-17,album
39FNg2ShzXn1VFUiqY6IWe,Life Is Good (Deluxe),Nas,2012-07-17,album
0ddTtajzPmxZ7UVW2VEAln,Life Is Good (Explicit Version),Nas,2012-01-01,album
55Abnzdg1IREQmVWo7cwTc,Life Is Good (Edited Version),Nas,2012-01-01,album
6Cj4gSdavyZCIhmeoCcrI6,Distant Relatives,"Damian Marley, Nas",2010-05-18,album
41LyFl0XPrCqYeNml7obol,Nas,Nas,2008-01-01,album
5dMmFu9NCxSjDk3ekggogc,Untitled,Nas,2008-01-01,album
7sHrPadM39466NY7DW3s4r,Hip Hop Is Dead (Expanded Edition),Nas,2007-01-23,album
3NoAhTU75FB99lyEEJqDns,Hip Hop Is Dead (Deluxe Edition),Nas,2006-12-19,album
5sGyPalpUY2tzwsSdq0EMg,Hip Hop Is Dead (Bonus Tracks),Nas,2006-12-19,album
0jghcWTsQzux5T9sAfZO13,Street's Disciple,Nas,2004-11-30,album
3mpA4v2tvEM5aAYtNGnbzD,Room 25,Noname,2018-09-14,album
18Scpsg5OV1iYNtSaCsjwz,Telefone,Noname,2016-08-12,album
7eVx4XXwY3KrIPGRrW66UI,Song 32,Noname,2019-04-05,album
7scUVtp3DvSf9gHfE7cfUB,Song 31,Noname,2019-01-02,album
4aVmXXesG7ZgG87VvCJgO3,I Love You More,Noname,2015,album
4oT4YRVe43ESrT9rx2LKCM,Luv(sic) Hexalogy,Nujabes,2015-12-09,album
724juUMeWRW82bDoyH91Vd,Spiritual State,Nujabes,2011-12-03,album
6nVACH6a27eOWiumAJhDWS,Modal Soul,Nujabes,2005-11-11,album
5FrjDW96mCYw9ECc74c637,Metaphorical Music,Nujabes,2003-08-21,album
3L6JBfRxhzGzhhRDlTEdBz,Idlewild,OutKast,2006-08-22,album
1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,OutKast,2003,album
2tm3Ht61kqqRZtIYsBjxEj,Stankonia,OutKast,2000-10-31,album
5ceB3rxgXqIRpsOvVzTG28,Aquemini,OutKast,1998-09-29,album
1IaBCF26OjgYwUCEPaIyC0,ATLiens,OutKast,1996-08-27,album
3l5AwLKqQ42VJbc5lTuP8G,Southernplayalisticadillacmuzik,OutKast,1994-04-26,album
48fJMsCHv0lplvN5Zanl1l,"Mighty ""O""",OutKast,2006-06-05,album
7etFl9qeqjD0luC40JAg8l,The Way You Move / Hey Ya!,OutKast,2003,album
7dAm8ShwJLFm9SaJ6Yc58O,Die Lit,Playboi Carti,2018-05-11,album
4rJgzzfFHAVFhCSt2P4I3j,Playboi Carti,Playboi Carti,2017-04-14,album
0to6F8xxZGgeFNMq7TEMpi,Paid In Full,"SAFE, Playboi Carti",2019-04-05,album
6RAcrLO3YsRyMQUXFCXLi2,Crumbs,"DRAM, Playboi Carti",2017-11-17,album
0qgq2i1rf5vl3cQqfQSq2z,Broke Boi,Playboi Carti,2017-03-03,album
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,Post Malone,2019-09-06,album
6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,Post Malone,2018-04-27,album
5s0rmjP8XOPhP6HhqOhuyC,Stoney (Deluxe),Post Malone,2016-12-09,album
1Id3Zj9GMvi7dPj3u6cMNs,Wow. (Remix),"Post Malone, Roddy Ricch, Tyga",2019-03-15,album
5oL7DNAeNb3CzJ4AujYFlO,Wow. (Instrumental),Post Malone,2019-03-14,album
7zoRgdMDAV1J7N4tfmnwtF,rockstar (Remix),"Post Malone, Nicky Jam, Ozuna",2017-12-08,album
3oeiU8nG5eDm5YPpDvK6eS,Congratulations (Remix),"Post Malone, Quavo, Future",2017-06-16,album
07bIdDDe3I3hhWpxU6tuBp,DAYTONA,Pusha T,2018-05-25,album
4OoNqHBpbgDoqtN3u1IdiC,King Push – Darkest Before Dawn: The Prelude,Pusha T,2015-12-18,album
7e51fH5KpL87BCIVO068fh,Spotify Sessions,Pusha T,2014-06-10,album
0LgwP5HQ7psvJAY2KSGPMH,My Name Is My Name,Pusha T,2014-01-01,album
0tS7jye0zKwGF0H4rqFGvz,Fear Of God II: Let Us Pray,Pusha T,2011-11-08,album
045PA2kXlh776mWzZNqt5L,Puppets (Succession Remix),"Pusha T, Nicholas Britell",2019-10-11,album
2qtMrGLdjgNbVJ1xKDiqAf,Coming Home,"Pusha T, Ms. Lauryn Hill",2019-08-28,album
3v452sweoHYSYqZ3oVOM7c,Sociopath,Pusha T,2019-08-26,album
59oepjJR54xdxB4usb0Beu,Miami (feat. Pusha T),"Valee, Pusha T",2018-02-16,album
76ZSBJxlemKC2OM7qSHW4r,H.G.T.V. Freestyle,Pusha T,2016-10-14,album
4vLYreWxd2ptOAzPwTyBI3,SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi",2018-05-04,album
5v6iBhIlflzR9rEd1LAMbd,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,album
6eDx949ONWDCN0O22wFZf7,SremmLife,Rae Sremmurd,2015-01-06,album
6Qx4jA6F8xTrAypkeaVUSk,Christmas At Swae’s,"Swae Lee, Rae Sremmurd, Ear Drummers",2018-12-21,album
1zshwTFvBA3ctGTBTZ5r77,Nothing For Christmas,"Slim Jxmmi, Rae Sremmurd, Ear Drummers",2018-12-21,album
1EM0ALQzFRdZLcqOXgKtIU,Hands On Me,"BURNS, Maluma, Rae Sremmurd",2018-04-20,album
0D6QY2HNsCIFcL636qePwj,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),"Mike WiLL Made-It, Rae Sremmurd, Big Sean",2018-03-29,album
6TSvhHOQtdGzhM0w6LUQSl,Black Beatles (Madsonik Remix),Rae Sremmurd,2017-02-24,album
6bqp9aUT7C4EHNqTLrdaJS,Look Alive (Remix),Rae Sremmurd,2016-07-30,album
3Bqdl3FndFhH6iw6kzwUcr,We - Single,Rae Sremmurd,2014-02-26,album
1raZYpawfPtW5YJC5NsTQ1,No Flex Zone (Remix),Rae Sremmurd,2014-01-01,album
4kQCM7kzTEivQGquNEzkTl,The Wild,Raekwon,2017-03-24,album
1DjD44E7NIEiRrhuQbbv01,Fly International Luxurious Art,Raekwon,2015-04-28,album
1lCxVzi6tCtuVlUDrPwSmO,The Tonite Show,Raekwon,2013-03-05,album
7y9thaBm7wBPzsvcAWyWbH,Shaolin Vs. Wu-tang,Raekwon,2011-01-01,album
0EBuHcZx8qwDxB5FqVkc5p,Shaolin Vs. Wu-Tang,Raekwon,2011-01-01,album
09CMsxWaO8Hald9q5NHkWb,The Babygrande Recordings,Raekwon,2009-09-01,album
5QpSt1QtT7MaCKZNQE82fv,Only Built 4 Cuban Linx 2,Raekwon,2009-01-01,album
1WJST5QsA23XFgOVYGLlTt,"The Vatican Mixtape, Vol. 3",Raekwon,2007-09-25,album
6ZCuEXxjVc3TgQUdZJVHBs,"The Vatican Mixtape, Vol. 1",Raekwon,2007-02-27,album
4i7N6dwHDmHtrJsWAjRYMc,Heroin Only,Raekwon,2006-11-10,album
1kMki3taQHmpptDNDDVSq4,The Lex Diamond Story,Raekwon,2003-01-01,album
41gZK0HtvO5zaOwJlT2Sed,Immobilarity,Raekwon,1999-11-16,album
65m3WKDdyzq4P0aHxnhdTg,Mad Max,"Almighty Slime, Rich Gang",2020-01-20,album
6XFQ3XY1IKWuzzmaJips0M,Sorry 4 Tha Wait,"Almighty Slime, Rich Gang",2019-12-19,album
1JgT6mYzPEFvsbZWjqmgCJ,Slatt University,"Almighty Slime, Rich Gang",2019-11-02,album
7Dg45in5QAfGluUc1x874g,Slimewop 3,"Rich Gang, Almighty Slime",2019-08-22,album
5R9wir5X8dVr7B6NC9dXD8,!,"Rich Gang, Almighty Slime",2019-07-26,album
2VKPqV9eORha9ke4vOL9WI,Rokkstar Status,"Almighty Slime, Rich Gang",2019-06-19,album
5fNDsY6brqufpsJwH9hx9L,SlimeWop 2,"Almighty Slime, Rich Gang",2019-06-12,album
6tjdS0dSOwlOmaiz0q68Ov,SlimeWop,"Almighty Slime, Rich Gang",2019-05-17,album
2PYJg7uykLolWPJhqqDe9o,Rich $lime,"Almighty Slime, Rich Gang",2019-05-02,album
2uhiqri87eC7Xe0tg9p7fB,Rich Gang (Deluxe Version),Rich Gang,2013-01-01,album
4vKcewiCloFlttCdZKHcPb,Rich Gang,Rich Gang,2013-01-01,album
0IU5Zmlx4Nx3tjfhSMf3wa,Preto no Corre,"Thug Life, Rich Gang, Rocko",2020-01-09,album
2yawLI0eM9BsKzaC0Keye3,Now,"Dibyo, Rich Gang",2019-12-16,album
2P9Y8u0ZDHbrgt66KK0pCA,Shotta Flow 4,"Almighty Slime, Rich Gang",2019-07-20,album
3v2GjFB9V5kHgrOCXn3sI9,Run the Jewels 3,Run The Jewels,2016-12-25,album
2jsjxv51sLt4wDnAixPMIM,Meow The Jewels,Run The Jewels,2015-09-25,album
2wwA3sIVfwCSQReRnVOvzL,Run The Jewels 2,Run The Jewels,2014-10-27,album
2ZyrfJY5s31jPFFxKrgKK1,Run the Jewels Instrumentals,"Run The Jewels, El-P",2014-04-25,album
5okrDWqn2b0dX1VBpaZRxQ,Run The Jewels (Deluxe European Edition),Run The Jewels,2014-01-13,album
7BUlAwJBzKyllRuDTKV8Ae,Run the Jewels,Run The Jewels,2013-06-26,album
4mPoFkacMPrrMns3ClYGCz,Let's Go (The Royal We),Run The Jewels,2018-10-13,album
